text,language
"Zia e oko oko kue e duti na mara ti nzoni bango ndo tongaso na ngoi so e yeke gbu ngangu na yâ ti aye ti ngangu so ayeke si na e na ngoi ti nda ni so. - Diko Matthieu 6: 9, 10.",Sango
Nyen la azo ti Israël asara kozoni si aLévite asambela Jéhovah ngbanga ti ala?,Sango
Nda ti kiringo ti dü zo fini ayeke ti leke mbeni kete wungo ti azo ti tene ala komande ande na yayu,Sango
"Sekunjalo, kuphosakele ukugxininisa sisithi, njengoko abaninzi eNtshona besenjenjalo, oku kukuwohloka kobusoshiyali.",Xhosa
"Kangangendlela endikonwabela ngayo ukuthetha nabanye ngefowuni, abadala bade bandicela ukuba ndincede abanye ebandleni bashumayele ngefowuni.",Xhosa
Ekuhambeni kwexesha baya kukuyeka ukuthanda ukuzikhetha baze banxulumane neqela elithile kuphela.,Xhosa
Ungangxami ugqibe kwelithi akukho yakho ukuba ungade ubonakale kumehlo kaYehova abona yonk 'into!,Xhosa
Inkqubo entsha ephathelele ukudityaniselwa kwamadlozi namaqanda ebhotileni ibizwa ngokuba kukuhlolwa kwemizila yemfuza ngaphambi kokuba imbumba ifakwe kumama.,Xhosa
Esta foi la única edición onde un país podía interpretar más d'un cantar: dende 1957 toles competiciones permitieren namás un cantar por país.,Asturian
"Puede llograse tamién con procesos de descomposición de restos orgánicos (basuras, vexetalye - gas de banzaos) nes plantes de tratamientu d'estos restos (depuradoras de agües residuales urbanes, plantes de procesáu de basures, de refugayes orgániques animales, etc.).",Asturian
"Heaven and Hell xiró per Estaos Xuníos con Megadeth y Machine Head como teloneros, amás de grabar un álbum en directu y un DVD en Nueva York el 30 de marzu de 2007, llamáu ''Live from Radio City Music Hall''.",Asturian
"Ye de figurar que a lo llargo del s XX la llingua francoprovenzal (o arpdtán) prexara enforma nel númberu de los sos falantes ante el francés normativu y -un poco en menor grau- l'italianu normativu, mientres qu'inda nun s'afitara una llingua arpitana o francoprovenzal normativa atroxada nos estremaos territorios correspondientes a l'Arpetaña, d'otra miente, ente la zona de Roanne y Mâcon o -n'arpetán- ''Mâconês''- esiste una zona llingüística calificada de transicional ente'l francés y l'arpetán, esta zona ye nomada ''Francisca'' o ''afrancesada'' (en francés: ''francisé'').",Asturian
"Conságrase nun primer tiempu a la pintura, anantes d'entamar a utilizar la so cámara fotográfica ''Brownie'' nel so trabayu, tomando fotos pa tener información a la hora de facer los cuadros nos que trabayaba.",Asturian
"La Oficina de Meteoroloxía Australiana caltien trés llistes de nomes, una pa cada rexón (Oeste, Norte y Esti).",Asturian
"Xúra-y fidelidá, d'asistencia ya empresta serviciu militar nel so favor.",Asturian
"તેથી અમે 100 કિલોવોટનાં બે ડીઝલ જનરેટર્સ પણ તૈયાર રાખ્યાં છે.	guj_Gujr	xlsum
Inaramidna dagiti assiw manipud iti kayo ti akasia, ken kinalupkopanna dagitoy iti balitok.	ilo_Latn	lti
Li şûna vê, ewê her tim wek Yehowa bikin.	kmr_Latn	mt560
ଚ. ବକେୟା ଟିକସ ଚାହିଦାର ଉଚିତ ପରିଚାଳନା କରିବା ।	ory_Orya	mt560
La Nuesa Dómina, al igual que l'espresión Dómina Común, ye una denominación que reemplaza alternativamente la de dómina cristiana"".",Asturian
"ನೀವು ನೋಡಿರಬಹುದು, ಕೆಲ ಜನರಿಗೆ ಎಲ್ಲಾ ಸರ್ಕಾರಗಳೂ ಹೀಗೆ ಇರುತ್ತವೆ ಎಂದು ಅನಿಸಿದೆ.",Kannada
"ಆದಿಕಾಂಡದ 3ನೆಯ ಅಧ್ಯಾಯದಲ್ಲಿ ತೋರಿಸಲ್ಪಟ್ಟಂತೆ, ಪರಿಪೂರ್ಣ ಮಾನವನಾದ ಆದಾಮನು ಯೆಹೋವ ದೇವರಿಗೆ ಅವಿಧೇಯನಾಗಿ ನಡೆದುಕೊಳ್ಳುವ ಆಯ್ಕೆಮಾಡಿದನು.",Kannada
"ಇನ್ನೊಂದು ಸಂದರ್ಭದಲ್ಲಿ, ಯೇಸು ಮತ್ತು ಅವನ ಶಿಷ್ಯರು ಲೇವಿಯೆಂಬ ಸುಂಕದವನು ಅಂದರೆ ಮತ್ತಾಯನ ಮನೆಯಲ್ಲಿ ಅತಿಥಿಗಳಾಗಿದ್ದರು.",Kannada
දාවිත්ගේ පුත් සලමොන් ඒ වෙනුවට සැබෑ නමස්කාරය සඳහා අලංකාර මාලිගාවක් සෑදුවා.,Sinhala
එම කණ්ඩායමේ සිටි එක් නිර්වින්දක වෛද්යවරයෙක් වූ ඉසිද්රෝ මාටිනස් මෙසේ අදහස් දැක්වූවා.,Sinhala
"යුදෙව් ධර්මයට අනුව, දෙවිගේ එදිරිකාරයා වන සාතන්ව සරල ලෙස පැහැදිලි කර තිබෙන්නේ පාපය ගෙනා තැනැත්තා වශයෙනි.",Sinhala
උදාහරණයකට ඉන්දුනීසියාවේ ක්රියාකාරි ගිනිකඳු ආශ්රිත ප්රදේශවල වී වගාවට කදිම සරු පසකුයි තිබෙන්නේ.,Sinhala
හිරිහැර කරන්නන්ට ගොදුරුවන්නන් ඒත්තුගෙන තිබෙන්නේ ගැටලුව ගැන වාර්තා කළොත් තත්වය තවත් දරුණු වන බවයි.,Sinhala
බොහෝ අය වස්තුව හෝ මිල මුදල් කෙරෙහි දැඩි විශ්වාසයක් තබන්නේ ඇයි?,Sinhala
යෙප්තාගේ පොරොන්දුවට අනුව මුලින්ම එන කෙනා කවුරු වුණත් ඒ කෙනාට සිද්ධ වෙනවා ජීවිතය තියෙන තුරා දෙවිගේ මණ්ඩපයේ සේවය කරන්න.,Sinhala
ⵉⴱⴷⵍ ⵓⵢⴰ ⴽⵓⵍⵅⵉ ⴰⵢⵏⴰⴳⴷ ⵜⵍⴰ ⵜⵉⵍⵉⴳⵔⴰⴼ ⵜⴰⵔ ⵙⵍⴽⵯ ⴳⵯ ⵜⵉⵣⵡⵉⵔⵉ ⵏ ⵜⴰⵙⵓⵜ ⵜⵉⵙ 20.,Central Atlas Tamazight
"ⵜⴻⵜⵜⵓⵙⴽⴰ ⵜⵖⵔⵎⵜ ⵏ ⵓⵣⵔⴰⵢ ⴳ ⵜⴽⴰⵜⵉⴷⵕⴰⵜ ⴽⴰⵏⵜⵔⴱⵔⵉ ⴳ 1493–1501 ⵙ ⵓⴼⵓⵙ ⵏ ⵊⵓⵏ ⵡⴰⵙⵜⵉⵍ, ⵉⵙⵡⵓⵔⵉⵏ ⴳ ⵎⴰ ⵉⵣⵔⵉⵏ ⴳ ⴽⵉⴳⵙ ⴽⵓⵍⵉⵊ ⴳ ⴽⴰⵎⴱⵔⵉⴷⵊ.",Central Atlas Tamazight
"ⴰⵢⴷⴷⵖ ⵜⵖⵓⴱⴱⵣ ⵎⵉⵎⴰⵎⵙⴰ ⴳ ⵜⵣⵔⴰⵡⵜ ⵏ ⵉⴹⵕⵉⵚⵏ ⴷ ⵓⵙⵙⴼⵔⵓ, ⴰⵡⴷ ⴰⵙⴱⵓⵖⵍⵓ ⵏ ⵜⵎⴰⴳⵓⵏⵉⵏ ⵏ ⵜⵙⵙⵏⵉⵡⵉⵏ ⵏ ⵜⴼⵍⵙⴰⴼⵜ ⴷ ⵜⴼⵍⵙⴰⴼⵜ ⵏ ⵜⵓⵜⵍⴰⵢⵜ ⵏⵏⴰ ⵉⴹⵉⵚⵏ ⴳ ⵜⵉⵏⵎⴰⵍ ⵏⵏⵉⴹⵏ.",Central Atlas Tamazight
"ⴳ ⵓⵙⵡⵓⵡⵉⵔ ⴰⵏⴰⵎⵓⵏ, ⴷⴰ ⵉⵙⵓⵎⵓⵍ ⴰⵍⴱⵉⵔ ⵍⴰⵔⵙⵏ ⵜⴰⵎⵢⴰⵎⴰⵥⵜ ⵜⴰⵏⴰⵎⵓⵏⵜ ''ⴰⵎⵎ ⵓⵖⴰⵍ - ⵉⵍⵍⴰⵏ ⵖⵓⵔ ⵉⵏⵎⵓⵔⴰ ⵏ ⵢⴰⵏ ⵓⵡⴰⵏⴽ-ⴰⴳⵔⴰⵡ - ⵍⵍⵉ ⵉⵛⵛⴰⵔⵏ ⴰⴳⵔⴰⵡ ⵏ ⵜⵉⵏⴷⵉⵜⵉⵏ, ⴰⵢⵍⵍⵉ ⵜⵏ ⵉⵜⵜⴰⵊⵊⴰⵏ ⴰⴷ ⵎⵎⵙⴼⵍⴰⵙⵏ ⴳⵔⴰⵙⵏ.",Central Atlas Tamazight
"ⵜⴰⵎⵓⵔⵜ ⵏ ⵙⵓⵔⵢⴰ ⴷ ⵢⵉⵡⵜ ⵏ ⵜⵎⵓⵔⵜ ⵣⵉ ⵜⵎⵓⵔⴰ ⵏ ⴰⵙⵢⴰ, ⵉⵙⵎ-ⵉⵙ ⵓⵏⵚⵉⴱ ⴷ ''ⵟⵉⴳⴷⵓⴷⴰ ⵟⴰⵄⵔⴰⴱⵜ ⵏ ⵙⵓⵔⵢⴰ'' (ⵙ ⵜⵄⵔⴰⴱⵜ الجمهورية العربية السورية) ⵜⴰⵎⴰⵏⴰⵖⵜ ⵉⵏⵙ ⴷ ⴷⵉⵎⴰⵛⵇ. ⵜⵓⵜⵍⴰⵢⵜ ⵜⵓⵏⵚⵉⴱⵜ ⵏ ⵙⵓⵔⵢⴰ ⴷ ⵜⴰⵄⵔⴰⴱⵜ.",Central Atlas Tamazight
"ⵙ ⵜⵎⴰⵜⴰⵔⵜ ⵏ ⵜⵓⴽⴽⵙⵉ, ⴷⴰ ⵜⵙⵜⴰⵢ ⵜⵙⴷⴷⵉ ⴰⴷ ⵏ ⴰⵢⵔⵉⵏ ⴰⵎⴰⵣⴰⵏ ⴰⵙⵏⵙⵍ ⵏ ⵡⴰⵙⵙⵉⴷ ⴰⵎⵉⵏⵓ ⴰⴳⵯⵏⵙ ⵏ ⵉⴱⵔⵓⵜⵉⵏⵏ ⴳ ⵢⴰⵜ ⵜⵙⵉⵖⵜ ⵉⵙⵎ ⵏⵏⵙ ⵜⴰⵙⵓⵖⵍⵜ, ⵏⵏⴰ ⵉⵜⵜⵊⵕⵓⵏ ⴰⴳⵯⵏⵙ ⵏ ⵉⵕⵉⴱⵓⵥⵓⵎⵏ.",Central Atlas Tamazight
"ⵉⵎⴷⵣ ⵢⵉⵡⵍ, ⴷ ⴽⵔⴰ ⵏ ⵜⴰⵥⵉⵜⵜ ⴰⵛⴽⵓ ⵎⵣⴰⵔⴰⵢⵏ ⵉⵏⴳⵔ ⴰⵙⵏ.",Central Atlas Tamazight
ⵉⵜⵜⵓⵎⵙⴰⵙⴰ ⵅⴼ ⵡⴰⵔⵔⴰ ⵉ ⵜⵙⴽⵔⴰⵡⵜ ⵏ ⴽⵓⵎⵓⵏⵡⵉⵍⵜⵏ ⵜⴳⵣⵉⵔⵉⵏ ⵏ ⵎⴰⵔⵢⴰⵏⴰ (CNMI) ⴳ ⵜⴰⵎⵓⵏⵜ ⵜⴰⵙⵔⵜⴰⵏⵜ ⴳ ⵜⵡⵉⵍⴰⵢⴰⵜⵉⵏ ⵎⵓⵏⵏⵉⵏ ⴳ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 1976.,Central Atlas Tamazight
ⵉⵎⵎⵓⵜ ⵓⵣⴳⵏ ⵏ ⵡⵉⵏⵏⴰ ⵉⵎⵎⵓⵜⵏ ⴳ ⵀⵉⵔⵓⵛⵉⵎⴰ ⴷ ⵏⴰⴳⴰⵣⴰⴽⵉ ⴹⴰⵕⵜ ⵙⵉⵏ ⵉⵙⴳⴳⵯⴰⵙⵏ ⴰⵔ ⵙⵎⵎⵓⵙ ⴰⵢⴷⵜⵏ ⵉⵏⵏⴰⵍ ⵓⵎⵥⵏⵥⵕ.,Central Atlas Tamazight
"Kun bud, som er lig med eller ligger under den gennemsnitlige markedspris, der er noteret i en medlemsstat eller et område i en medlemsstat, forhøjet med et beløb, som Kommissionen skal fastsætte på grundlag af objektive kriterier, kan accepteres.",Danish
"Kontakter med internationale finansielle institutioner, herunder WBIF og forskellige relaterede internationale organisationer, udvikling og styrkelse samarbejdet med organisationer i transportsektoren i regionen på både bilateralt og multilateralt plan, deltagelse i internationale eller regionale konferencer, foredrag og generel fremme af traktatens mål.",Danish
Kommissionen kan i lyset af tekniske og videnskabelige fremskridt ændre stk.,Danish
"Overvågningen skal omfatte et repræsentativt antal hjulsæt, og der skal tages hensyn til variationen mellem hjulsættene i forskellige placeringer under vognen og mellem forskellige vogntyper i togstammen.",Danish
"Desuden var der ingen indikation af, at importen fra tredjelande af varer på et senere produktionstrin ville underbyde brugernes priser i Fællesskabet, og den pågældende bruger fremlagde heller ingen dokumentation herfor.",Danish
به خاطر شماست که این هفته زیاد آمده. می دانید که مادرم فکر می کند دائم باید دوروبر دوست و آشناهایش را پرکند.,Western Persian
کميسيون حقوق بشر سازمان ملل متحد اجلاس خود را افتتادح کرد اما اختلاف نظر پيرامون اصلاحات در اين نهاد باعث شد تا ادامه کار اجلاس يک هفته به تعويق افتد.,Western Persian
ایلی نیچنا همچون غازی از پلکان پایین آمد و با پا چین خود چلغوز مرغ انباشته روی پله ها را جارو کرد،,Western Persian
ضمناً جرعه ای از کنیاک هم اعصاب لرزان مرا تخدیر کرد و یک نوع سستی مطبوعی بخشید.,Western Persian
دست های لرزان دانیل کوپر تکه روزنامه کهنه را در درون جعبه انداخت.,Western Persian
"Gbeyiɖɔ ɔ tuùn ɖɔ enyi emi cí xwii ɔ, kancica emi kpo Davidi kpo tɔn kún sɔ ́ na cí lee é cí gbɔn ɖ'ayǐ é ó, bɔ ayixa emitɔn ɖesu na xò hun xá emi.",Fon
Enɛ nɔ d'alɔ mǐ bɔ mǐ nɔ jla Axɔsuɖuto Mawu Tɔn sín wɛnɖagbe.,Fon
"Nú mɛjitɔ ́ lɛ nɔ kplɔ ́ n vǐ yetɔn lɛ kpo suúlu kpo ɔ, vǐ lɛ na kpé nǔ wu, bo na jɛ nǔ mɔ jɛ ""lee [nùɖiɖi ɔ] gbló sɔ é, lee é ɖiga sɔ é, lee é yì jǐ sɔ é, kpodo lee é gɔ ́ ngɔ ́ n sɔ é kpo wu"" jí kpɛɖé kpɛɖé.",Fon
"Ði kpɔ ́ ndéwú ɔ, Bianca e nɔ nɔ Allemagne é ɖɔ: ""Na ɖò kú dó nú Jehovah wɛ kpowun, ɖó é nɔ d'alɔ mì ɖò nǔ e nɔ ɖó adohu adohu nú mì lɛ é mɛ, lobo nɔ ɖò akpá ce gbè bǐ gbè.",Fon
"Enɛ wu ɔ, bo na dó nɔ acéjí ɖò gbigbɔ lixo ɔ, mǐ lɔ ɖó na nɔ wunzɛn gbɔn ɖɛxixo gblamɛ. - 1 Pi.",Fon
Etɛwu lilɛdogbeɖevomɛ vovo Biblu tɔn lɛ ka sukpɔ ́ sɔmɔ ̌ ɖò égbé?,Fon
"Eǒ, ɖó é ɖó na lɛ ́ w'azɔ ̌ tawun bá dó ɖó jujɔ Klisanwun tɔn lɛ lobo lɛ ́ vɔ kpɔ ́ n te d'eji.",Fon
"Loɔ, mi nú mǐ ni zán azɔwanú e tutoblonunu Jehovah tɔn na mǐ lɛ é dó d'alɔ nùkplɔntɔ ́ mǐtɔn lɛ, bonu wanyiyi e ye ɖó nú Biblu ɔ é ni gɔ ́ ngɔ ́ n d'eji.",Fon
"Jlɛjininɔ nɔ sísɛ ́ mǐ bɔ mǐ nɔ mɔ ɖɔ mɛ ɖevo lɛ hugǎn mǐ, bɔ é nɔ dó wusyɛn lanmɛ nú mǐ bɔ mǐ nɔ ɖó ayi te, lobɔ mɔ ̌ mɛ ɔ, mǐ nɔ nyì alɔ nú nùwanyido syɛnsyɛn lɛ.",Fon
"Ma Lɔn nú Nǔ Ðebǔ Xò Ajɔ ɔ Yí Sín Así Towe Ó, Nov.",Fon
"இந்நிகழ்ச்சியில் பங்கேற்றுள்ள முதலமைச்சர் திரு விஜய் அவர்களே, துணை முதலமைச்சர் திரு. நிதின் அவர்களே, முன்னாள் முதலமைச்சர் ஆனந்தி பென், மாநில அமைச்சர்கள், மத்திய அமைச்சர்கள், நாடாளுமன்ற உறுப்பினர்கள் மேயர் மற்றும் இங்கே அதிக அளவில் கூடியுள்ள சகோர, சகோதரிகளே.",Tamil
"மனிதகுமாரனே, நீ இஸ்ரவேல் மக்களை நோக்கி: எங்களுடைய துரோகங்களும் எங்களுடைய பாவங்களும் எங்கள்மேல் இருக்கிறது, நாங்கள் சோர்ந்துபோகிறோம், நாங்கள் பிழைப்பது எப்படியென்று நீங்கள் சொல்லுகிறீர்கள்.",Tamil
போக்குவரத்துக் கட்டமைப்பு வசதிகளை நவீனப்படுத்த மேற்கொள்ளப்பட்டு வரும் பணிகள் பற்றியும் அவர் எடுத்துரைத்தார்.,Tamil
"Jáwó ̣ nínú ìbínú, kí o sì fi ìhónú sílè ̣; Má ṣe gbaná jẹ kìkì láti ṣe ibi.",Yoruba
"Òótó ̣ ò ̣ rò ̣ kúkú ń bẹ nínú ò ̣ rò ̣ yẹn, àmó ̣ ó sinmi lórí irú ""oògùn"" táa ń sò ̣ rò ̣ nípa rè ̣.",Yoruba
"Èrò irú àwọn ẹni bé ̣ è ̣ lè dáa, kí wó ̣ n sì fé ̣ ṣe ohun tó tó ̣.",Yoruba
Ẹ ò rí i pé inú obìnrin yìí máa dùn nígbà tó rí bí Jèhófà ṣe dáhùn àdúrà rè ̣.,Yoruba
"Àyíká ò ̣ rò ̣ yìí fi hàn pé, àwùjọ àwọn Farisí alátakò tí wó ̣ n jé ̣ aṣáájú è ̣ sìn Júù ni Jésù ń bá sò ̣ rò ̣.",Yoruba
Ohun tó bó ̣ gbó ̣ n mu ni pé ká bá a rìn dípò ká máa gbìyànjú láti darí ìṣísè ̣ ara wa.,Yoruba
"Àwọn ará Bábílónì wọ ìlú Jerúsálé ̣ mù lóṣù karùn - ún ọdún 607 ṣáájú Sànmánì Kristẹni (ìyẹn oṣù Ábì tó bó ̣ sáàárín oṣù July àti oṣù August lónìí), oṣù méjì lé ̣ yìn ìyẹn ló sì pa ìlú náà run pátápátá.",Yoruba
"Nígbà míì, ó máa ń ṣe mí bíi pé kí n dé ̣ kun kíkó ̣ èdè náà.",Yoruba
"Ẹnì kan tí kì í ṣe Ẹlé ̣ rìí tí wó ̣ n ń bá tún ilé rè ̣ ṣe ló ̣ wó ̣ sọ fún ìyàwó rè ̣ tó jé ̣ Ẹlé ̣ rìí pé: ""Àwọn arákùnrin rẹ yìí mà ń ṣe bẹbẹ o.",Yoruba
"Kugira ivyo bibe bizosaba vy'ukuri ko hakorwa igitangaro! - Ivyahishuwe 21: 4, 5.",Rundi
Ese ukuntu ari ngirakamaro cane gushobora kumenya abana bawe no kubaha ubuyobozi bwa kivyeyi!,Rundi
"Twari mu nzu nini y'uburaro itagiramwo ivyumba, yarimwo ibitanda impande y'impome.",Rundi
"Ikiremwa c'impwemu cacitse Shetani gitegerezwa rero kuba caremwe kitagira agasembwa, kandi gitegerezwa kuba carakebeje gita inzira y'ukuri n'ukugororoka ari co kivyihitiyemwo ku gushaka kwaco. - Yohana 8: 44; Yakobo 1: 14, 15.",Rundi
Uwo mucamanza yatubwiye yuko ashaka ko tumufasha gutora inyishu yokwubahiriza icipfuzo co kudaterwa amaraso c'ico Cabona.,Rundi
Ubona gute uzirikanye imigambi imwimwe wewe n'umuryango wawe mushobora kurondera gushikako?,Rundi
"و اللهجه الآلامانيه ليها تأثير كبير على اللغه الالماني اللي الالمان عموماً بيتكلموها انهارده, يعني مثلاً التحول في الحروف الساكنه بين الالماني المعاصر و الانجليزي المعاصر (مثلاً: سفينه بالالماني schiff بالانجليزي ship) حصل على الارجح في آلامانيا في حدود القرن الخامس الميلادي, قبل كده كان الآلامان بيتكلموا نفس اللهجه اللي بيتكلمها سكان غرب الراين.",Egyptian Arabic
بالهجوم الاسرائيلى الخاطف ارتبكت القياده المصريه و بقت فى حالة شلل لا هى عندها معلومات عن اللى بيحصل فى الجبهه و لا قادره على اصدار توجيهات و قيادة المعركه ، و عشان تخبى الكارثه عن الشعب المصرى فضلت تصدر بيانات كاذبه عن انتصارات وهميه و عن انه تم اسقاط اعداد كبيره من الطيارات الاسرائيليه.,Egyptian Arabic
و هو عنده سنه جاله مرض فى عينه اسمه الرمد الحبيبى و طبعا عشان عيلته فقيره استعملت امه وصفات بلدى فى علاج عينه فأتعمى بسبب الجهل و الفقر اللى كان عيشين فيه عيلته,Egyptian Arabic
بالجبر المجرد، بيتم استخدام ٠ بشكل شائع للإشارة لعنصر صفري، اللي هو عنصر محايد للجمع (إذا تعرف بالبنية المعنية) وعنصر ممتص للضرب (إذا تعرف).,Egyptian Arabic
فريق تشيكوسلوفاكيا لكوره قدم (تشيكيه:Československá fotbalová reprezentace) (سلوفاكيه:Československé národné futbalové mužstvo) ، ده فريق وطنى لكوره قدم اللى فاتت فى تشيكوسلوفاكيا ، كانت اخر ماتش المباراه سنه 1993 وقبل ماينفصل بين التشيك وسلوفاكيا.,Egyptian Arabic
هو اللى حصل فى ماتش انبى غلطة حكم واردة ههههههههههههههههههههههههههه,Egyptian Arabic
"भारतीय समाज बहुधर्मिक, बहुभाषी तथा मिश्र-सांस्कृतिक है। पारंपरिक भारतीय पारिवारिक मूल्यों को काफी आदर की दृष्टि से देखा जाता है।",Awadhi
ਸਾਨੂੰ ਭਾਈਚਾਰਕ ਪੱਧਰ 'ਤੇ ਯਤਨਾਂ ਦਾ ਖੇਤਰ ਵਧਾਉਣ ਅਤੇ ਖ਼ਤਰੇ ਘਟਾਉਣ ਲਈ ਸਥਾਨਕ ਪੱਧਰ ਉੱਤੇ ਹੱਲ ਲੱਭਣ ਦੇ ਕਦਮ ਚੁੱਕਣ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਲਾਗੂ ਕਰਨ ਦੀ ਜ਼ਰੂਰਤ ਹੈ ।,Eastern Panjabi
"ਇਸ ਤੋਂ ਇਲਾਵਾ, ਬਾਬਲ ਵਿਚ ਉਸ ਨੂੰ ਉੱਚੀ ਪਦਵੀ ਦਿੱਤੀ ਗਈ ।",Eastern Panjabi
ਇਹ ਦੂਤ ਉਸ ਦਿਆਂ ਗਵਾਹਾਂ ਨੂੰ ਉਨ੍ਹਾਂ ਈਮਾਨਦਾਰ ਲੋਕਾਂ ਕੋਲ ਭੇਜਦੇ ਹਨ ਜੋ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਮਦਦ ਮੰਗਦੇ ਹਨ ।,Eastern Panjabi
"ਅੱਜ, ਯਹੋਵਾਹ ਦੇ ਸੇਵਕ ਉਸ ਦੇ ਕਿਸ ਵਾਅਦੇ ਵਿਚ ਪੂਰਾ ਵਿਸ਼ਵਾਸ ਰੱਖਦੇ ਹਨ?",Eastern Panjabi
ਬਹੁਤ ਜਲਦ ਯਹੋਵਾਹ ਤੇ ਯਿਸੂ ਅਰਬਾਂ ਹੀ ਲੋਕਾਂ ਨੂੰ ਦੁਬਾਰਾ ਜੀਉਂਦਾ ਕਰਨਗੇ ।,Eastern Panjabi
ਇਟਲੀ ਵਿਚ ਮੈਂ ਪੂਰੇ 20 ਸਾਲ ਸੇਵਾ ਕੀਤੀ ਅਤੇ ਇਤਾਲਵੀ ਲੋਕਾਂ ਨਾਲ ਮੇਰਾ ਮੋਹ ਪੈ ਗਿਆ ।,Eastern Panjabi
ਅੱਜ ਕੌਮਾਂ ਨੂੰ ਕਿਵੇਂ 'ਹਿਲਾਇਆ' ਜਾ ਰਿਹਾ ਹੈ ਅਤੇ ਇਸ ਦਾ ਨਤੀਜਾ ਕੀ ਨਿਕਲਿਆ ਹੈ ਤੇ ਅਗਾਹਾਂ ਨੂੰ ਕੌਮਾਂ ਨੂੰ ਕਿਵੇਂ ਹਿਲਾਇਆ ਜਾਵੇਗਾ?,Eastern Panjabi
ਅਸੀਂ ਕਿਹੜੇ ਤਰੀਕਿਆਂ ਨਾਲ ਯਿਸੂ ਵਾਂਗ ਦਿਆਲਤਾ ਦਿਖਾ ਸਕਦੇ ਹਾਂ?,Eastern Panjabi
ਇਸ ਮੌਕੇ ਤੇ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਕਈ ਅਹਿਮ ਵਿਕਾਸ ਪ੍ਰੋਜੈਕਟਾਂ ਦੀ ਸ਼ੁਰੂਆਤ ਵੀ ਕੀਤੀ ।,Eastern Panjabi
Baankoota Loonii Hawaasni Richaard jeequmsa namaafi bineensaa gidduu jiruun hedduu kan hubameedha.,West Central Oromo
Dr Mararaan tibba MM gara aangootti dhufan kan dubbatan yaadachuun ibsu.,West Central Oromo
"Fakkeenyaan boolla ibiddaa keessa akka buufamu ibsamuunsaa, barabaraaf akka balleeffamu kan argisiisudha.",West Central Oromo
"Haala mijataa kana fayyadamuudhaan namoonni kaanimmoo bifa ijaarameen saamicha lafaa irratti bobba'aniiru,"" jedhan.",West Central Oromo
"Isinis, seenaa Macaafa Qulqulluu jaallattaniifi wanta Yesus raawwaterraa ooʼa Abbaa hubachuuf isin gargaaru qabdu taʼa.",West Central Oromo
Dursaan Bataskaana Ortodooksii Bahaa akkasumas Giriik sochii kana mormanii jiru.,West Central Oromo
"Daawit garuu Yihowaan isaa wajjin waan tureef kanarraa ooluu danda'eera. - 1 Saamu'el 18: 6 - 12, 25; 19: 10, 11.",West Central Oromo
"Itti dabaluudhaanis, ""Akkuma koompaasiin yeroo hundumaa kallattii kibbaa argisiisu, yaadni koo fi hawwiin koos walgaʼii gumii irratti argamuu dha"" jedheera.",West Central Oromo
"ແຕ ່ ເຮົາ ຈະ ເຮັດ ທຸກ ຢ ່ າງ ເພື ່ ອ ເປັນ ""ພິ ຍານ ຝ ່ າຍ ຄຳ ປະເສີດ ["" ຂ ່ າວ ດີ, ""ລ. ມ.]""",Lao
ເຫດການ ນີ ້ ສະແດງ ໃຫ ້ ເຫັນ ສິ ່ ງ ທີ ່ ອາດ ຈະ ເກີດ ຂຶ ້ ນ ໄດ ້ ຖ ້ າ ເຮົາ ບໍ ່ ຕື ່ ນ ຕົວ ຕໍ ່ ກັບ ເວລາ ຫຼື ສິ ່ ງ ທີ ່ ກຳລັງ ເກີດ ຂຶ ້ ນ ຢູ ່ ອ ້ ອມ ຕົວ ເຮົາ.,Lao
ການນັ່ງສະມາທິ ຄວນນັ່ງໃນບ່ອນທີ່ງຽບສະຫງົບ ເພື່ອເຮັດໃຫ້ຈິດວ່າງຈາກການລົບກວນດ້ວຍສຽງ ກິ່ນ ອາຍຕ່າງໆ ເມື່ອໃດຫາກຄວາມງຽບ ຂອງພາຍນອກແລະພາຍໃນ ປະສານກັນໄດ້ແລ້ວ ເຮົາຈະຮູ້ສຶກວ່າໄດ້ພັກກາຍພັກໃຈ ຜ່ອນຄາຍຈາກຄວາມຄິດ ທີ່ຄອຍມາລົບກວນເຮົາໂດຍຕະຫລອດ.,Lao
ການ ພິສູດ ວ ່ າ ພະ ເຢໂຫ ວາ ມີ ສິດ ທີ ່ ຈະ ປົກຄອງ ເປັນ ປະໂຫຍດ ຕໍ ່ ເຮົາ ແນວ ໃດ?,Lao
"ດ ້ ວຍ ການ ຊ ່ ວຍ ເຫຼືອ ຈາກ ພະ ເຢໂຫ ວາ ພວກ ເຮົາ ຈຶ ່ ງ ມີ ຄວາມ ສຸກ ທີ ່ ໄດ ້ ໃກ ້ ຊິດ ກັບ ລູກ. """,Lao
ໂກເຣ ດາ ຖານ ແລະ ອາບີຣາມ ອິດສາ ໂມເຊ ຈົນ ຕໍ ່ ຕ ້ ານ ລາວ.,Lao
ເຮົາ ຈະ ຂໍ ເຂົາ ເຈົ ້ າ ໃຫ ້ ເຊັນ ຊື ່ ໃນ ປຶ ້ ມ ຫຼື ໃນ ຄຳພີ ໄບ ເບິນ ຂອງ ເຮົາ ບໍ?,Lao
